Cliente/Fornec,Descrição,Espessura,Largura,Compr,Potencial/consumo/mês-Kg,Tipo Material,Família Produto,E-mail,Contato,Fone,e-mail,Representante,Número de Faturamentos - No ANO,Peso Acumulado Faturado - No ANO,Peso Médio Mensal Faturado - No ANO,Dias s/ Compra,Situação, Cliente Prioritário, Preço Médio , Potencial Financeiro, Potencial de Comissão,12/19/2023,2023,12
BORTOLOTTO,"TIRA FF BOB 0,75 NBR6658 OL",0.75,346.00,,500,TFF OL BOB,FITA,leonardo@sinalsul.com.br,,3213-6400,, MACIEL,  -   ,  -   ,  -   ,"2,826",Inativo, sim, - , -, -,,,
BORTOLOTTO,"TIRA FF BOB 0,75 NBR6658 OL",0.75,24.00,,500,TFF OL BOB,FITA,leonardo@sinalsul.com.br,,3213-6400,, MACIEL,  -   ,  -   ,  -   ,"2,826",Inativo, sim, - , -, -,,,
BORTOLOTTO,"TIRA FF BOB 0,75 NBR6658 OL",0.75,18.00,,500,TFF OL BOB,FITA,leonardo@sinalsul.com.br,,3213-6400,, MACIEL,  -   ,  -   ,  -   ,"2,826",Inativo, sim, - , -, -,,,
BORTOLOTTO,"TIRA FF BOB 0,75 NBR6658 OL",0.75,80.50,,500,TFF OL BOB,FITA,leonardo@sinalsul.com.br,,3213-6400,, MACIEL,  -   ,  -   ,  -   ,"2,826",Inativo, sim, - , -, -,,,
BORTOLOTTO,"TIRA FF BOB 0,75 NBR6658 OL",0.75,105.00,,500,TFF OL BOB,FITA,leonardo@sinalsul.com.br,,3213-6400,, MACIEL,  -   ,  -   ,  -   ,"2,826",Inativo, sim, - , -, -,,,
BORTOLOTTO,"TIRA FF BOB 0,75 NBR6658 OL",0.75,161.00,,500,TFF OL BOB,FITA,leonardo@sinalsul.com.br,,3213-6400,, MACIEL,  -   ,  -   ,  -   ,"2,826",Inativo, sim, - , -, -,,,
BORTOLOTTO,"TIRA FF BOB 0,75 NBR6658 OL",0.75,36.00,,500,TFF OL BOB,FITA,leonardo@sinalsul.com.br,,3213-6400,, MACIEL,  -   ,  -   ,  -   ,"2,826",Inativo, sim, - , -, -,,,
BORTOLOTTO,"TIRA FF BOB 0,75 NBR6658 OL",0.75,59.80,,500,TFF OL BOB,FITA,leonardo@sinalsul.com.br,,3213-6400,, MACIEL,  -   ,  -   ,  -   ,"2,826",Inativo, sim, - , -, -,,,
BORTOLOTTO,"TIRA FF BOB 0,75 NBR6658 OL",0.75,67.80,,500,TFF OL BOB,FITA,leonardo@sinalsul.com.br,,3213-6400,, MACIEL,  -   ,  -   ,  -   ,"2,826",Inativo, sim, - , -, -,,,
BORTOLOTTO,"TIRA FF BOB 0,75 NBR6658 OL",0.75,120.00,,500,TFF OL BOB,FITA,leonardo@sinalsul.com.br,,3213-6400,, MACIEL,  -   ,  -   ,  -   ,"2,826",Inativo, sim, - , -, -,,,
BORTOLOTTO,"TIRA FF BOB 0,75 NBR6658 OL",0.75,25.00,,500,TFF OL BOB,FITA,leonardo@sinalsul.com.br,,3213-6400,, MACIEL,  -   ,  -   ,  -   ,"2,826",Inativo, sim, - , -, -,,,
ARTALI ,"CHAPA FQ 3,00 NBR6658",3,"1,200.00",3000,"2,500",CFQ ,CHAPA,clodoaldo@artali.com.br,CLODOALDO,54 3222 5099,, HAMILTON,  -   ,  -   ,  -   ,sem compra,sem compra, sim, - , -, -,,,
ARTALI ,"CHAPA FQ 4,25 NBR6658",4.25,"1,200.00",3000,"3,600",CFQ ,CHAPA,clodoaldo@artali.com.br,CLODOALDO,54 3222 5099,, HAMILTON,  -   ,  -   ,  -   ,sem compra,sem compra, sim, - , -, -,,,
ARTALI ,"CHAPA GR LTQ  6,30 NBR8300",6.3,"1,200.00",3000,"5,500",CG DO LTQ,CHAPA,clodoaldo@artali.com.br,CLODOALDO,54 3222 5099,, HAMILTON,  -   ,  -   ,  -   ,sem compra,sem compra, sim, - , -, -,,,
BRANDA,"CHAPA GR LCG  19,00 ASTM A 36",19,"1,800.00",3000,0,CG DO LCG,CHAPA,branda.oxicorte@terra.com.br,MARTA,3221-3354/3221-3337,, MACIEL,  -   ,  -   ,  -   ,"5,814",Inativo,, - , -, -,,,
BRANDA,"CHAPA GR LCG  25,00 ASTM A 36",25,"2,000.00",3000,0,CG DO LCG,CHAPA,branda.oxicorte@terra.com.br,MARTA,3221-3354/3221-3337,, MACIEL,  -   ,  -   ,  -   ,"5,814",Inativo,, - , -, -,,,
BRANDA,"CHAPA GR LCG  31,50 SAE 1045",31.5,"2,000.00",3000,0,CG DO LCG,CHAPA,branda.oxicorte@terra.com.br,MARTA,3221-3354/3221-3337,, MACIEL,  -   ,  -   ,  -   ,"5,814",Inativo,, - , -, -,,,
BRANDA,"CHAPA GR LCG  31,50 ASTM A 36",31.5,"2,440.00",3000,0,CG DO LCG,CHAPA,branda.oxicorte@terra.com.br,MARTA,3221-3354/3221-3337,, MACIEL,  -   ,  -   ,  -   ,"5,814",Inativo,, - , -, -,,,
BRANDA,"CHAPA GR LCG  37,50 ASTM A 36",37.5,"2,440.00",2000,0,CG DO LCG,CHAPA,branda.oxicorte@terra.com.br,MARTA,3221-3354/3221-3337,, MACIEL,  -   ,  -   ,  -   ,"5,814",Inativo,, - , -, -,,,
BRANDA,"CHAPA GR LCG  44,50 ASTM A 36",44.5,"2,000.00",1000,0,CG DO LCG,CHAPA,branda.oxicorte@terra.com.br,MARTA,3221-3354/3221-3337,, MACIEL,  -   ,  -   ,  -   ,"5,814",Inativo,, - , -, -,,,
BRANDA,"CHAPA GR LCG  50,00 ASTM A 36",50,"2,000.00",3000,0,CG DO LCG,CHAPA,branda.oxicorte@terra.com.br,MARTA,3221-3354/3221-3337,, MACIEL,  -   ,  -   ,  -   ,"5,814",Inativo,, - , -, -,,,
BRANDA,"CHAPA GR LCG  50,00 SAE 1045",50,"2,000.00",1000,0,CG DO LCG,CHAPA,branda.oxicorte@terra.com.br,MARTA,3221-3354/3221-3337,, MACIEL,  -   ,  -   ,  -   ,"5,814",Inativo,, - , -, -,,,
BRANDA,"CHAPA GR LCG  63,00 ASTM A 36",63,"2,000.00",2000,0,CG DO LCG,CHAPA,branda.oxicorte@terra.com.br,MARTA,3221-3354/3221-3337,, MACIEL,  -   ,  -   ,  -   ,"5,814",Inativo,, - , -, -,,,
BRIMEL,"TIRA FF BOB 0,60 NBR5915 EM OL",0.6,25.00,,500,TFF OL BOB,FITA,bresolin2@gmail.com,JORGE,3229-9891/99881834,, MACIEL,  -   ,  -   ,  -   ,"2,840",Inativo,, - , -, -,,,
BRIMEL,"TIRA FF BOB 0,60 NBR5915 EEP OL",0.6,52.00,,"1,500",TFF OL BOB,FITA,bresolin2@gmail.com,JORGE,3229-9891/99881834,, MACIEL,  -   ,  -   ,  -   ,"2,840",Inativo,, - , -, -,,,
BRINDILUZ,"CHAPA FQ 4,25 NBR6658",4.25,"1,200.00",1999,0,CFQ ,CHAPA,,,,, Sem Atendimento,  -   ,  -   ,  -   ,"5,641",Inativo,, - , -, -,,,
C3 EQUIPAMENTOS,"CHAPA FQ 2,00 NBR6658",2,"1,200.00",3000,"20,000",CFQ ,CHAPA,#N/A,#N/A,#N/A,#N/A,#N/A,  -   ,  -   ,  -   ,#N/A,#N/A,#N/A, - , -, -,,,
C3 EQUIPAMENTOS,"CHAPA FQ 2,65 NBR6658",2.65,"1,200.00",3000,"14,000",CFQ ,CHAPA,#N/A,#N/A,#N/A,#N/A,#N/A,  -   ,  -   ,  -   ,#N/A,#N/A,#N/A, - , -, -,,,
C3 EQUIPAMENTOS,"CHAPA FF 1,50 NBR6658 ol",1.5,"1,200.00",1945,"4,000",CFF OL ,CHAPA,#N/A,#N/A,#N/A,#N/A,#N/A,  -   ,  -   ,  -   ,#N/A,#N/A,#N/A, - , -, -,,,
C3 EQUIPAMENTOS,"CHAPA FF 1,50 NBR6658 ol",1.5,"1,200.00",2945,"10,000",CFF OL ,CHAPA,#N/A,#N/A,#N/A,#N/A,#N/A,  -   ,  -   ,  -   ,#N/A,#N/A,#N/A, - , -, -,,,
CADERODE,"TIRA FQ DEC BOB 2,65 NBR6658 OL",2.65,30.00,,,TFQ DEC BOB,FITA,volnei@caderode.com.br,RUDIMAR/VOLNEI,3292-8700,, MACIEL,  -   ,  -   ,  -   ,"3,207",Inativo, sim, - , -, -,,,
CADERODE,"CHAPA FF 0,60 NBR6658 OL",0.6,"1,200.00",3000,"2,000",CFF OL ,CHAPA,volnei@caderode.com.br,RUDIMAR/VOLNEI,3292-8700,, MACIEL,  -   ,  -   ,  -   ,"3,207",Inativo, sim, - , -, -,,,
CADERODE,"CHAPA FF 0,75 NBR6658 OL",0.75,"1,200.00",3000,"2,000",CFF OL ,CHAPA,volnei@caderode.com.br,RUDIMAR/VOLNEI,3292-8700,, MACIEL,  -   ,  -   ,  -   ,"3,207",Inativo, sim, - , -, -,,,
CADERODE,"CHAPA FF 0,90 NBR6658 OL",0.9,"1,200.00",3000,"4,000",CFF OL ,CHAPA,volnei@caderode.com.br,RUDIMAR/VOLNEI,3292-8700,, MACIEL,  -   ,  -   ,  -   ,"3,207",Inativo, sim, - , -, -,,,
CADERODE,"CHAPA FF 1,20 NBR6658 OL",1.2,"1,200.00",3000,"4,000",CFF OL ,CHAPA,volnei@caderode.com.br,RUDIMAR/VOLNEI,3292-8700,, MACIEL,  -   ,  -   ,  -   ,"3,207",Inativo, sim, - , -, -,,,
CADERODE,"CHAPA FF 1,50 NBR6658 OL",1.5,"1,200.00",3000,"2,000",CFF OL ,CHAPA,volnei@caderode.com.br,RUDIMAR/VOLNEI,3292-8700,, MACIEL,  -   ,  -   ,  -   ,"3,207",Inativo, sim, - , -, -,,,
CADERODE,"CHAPA FF 1,90 NBR6658 OL",1.9,"1,200.00",3000,"2,000",CFF OL ,CHAPA,volnei@caderode.com.br,RUDIMAR/VOLNEI,3292-8700,, MACIEL,  -   ,  -   ,  -   ,"3,207",Inativo, sim, - , -, -,,,
CADERODE,"CHAPA FQ 2,25 NBR6658",2.25,"1,200.00",3000,"2,000",CFQ ,CHAPA,volnei@caderode.com.br,RUDIMAR/VOLNEI,3292-8700,, MACIEL,  -   ,  -   ,  -   ,"3,207",Inativo, sim, - , -, -,,,
CADERODE,"CHAPA FQ 2,65 NBR6658",2.65,"1,200.00",3000,"2,000",CFQ ,CHAPA,volnei@caderode.com.br,RUDIMAR/VOLNEI,3292-8700,, MACIEL,  -   ,  -   ,  -   ,"3,207",Inativo, sim, - , -, -,,,
CADERODE,"CHAPA FQ DEC 3,00 NBR6658 OL",2.65,"1,200.00",3000,"2,000",CFQ DEC OL,CHAPA,volnei@caderode.com.br,RUDIMAR/VOLNEI,3292-8700,, MACIEL,  -   ,  -   ,  -   ,"3,207",Inativo, sim, - , -, -,,,
CADERODE,"CHAPA FQ 4,75 NBR6658",4.75,"1,200.00",3000,"2,000",CFQ ,CHAPA,volnei@caderode.com.br,RUDIMAR/VOLNEI,3292-8700,, MACIEL,  -   ,  -   ,  -   ,"3,207",Inativo, sim, - , -, -,,,
CADERODE,"CHAPA FQ DEC 2,65 NBR6658 OL",2.65,"1,200.00",3000,"9,000",CFQ DEC OL,CHAPA,volnei@caderode.com.br,RUDIMAR/VOLNEI,3292-8700,, MACIEL,  -   ,  -   ,  -   ,"3,207",Inativo, sim, - , -, -,,,
CADERODE,"CHAPA GR LTQ  6,30 NBR8300",6.3,"1,200.00",3000,"2,000",CG DO LTQ,CHAPA,volnei@caderode.com.br,RUDIMAR/VOLNEI,3292-8700,, MACIEL,  -   ,  -   ,  -   ,"3,207",Inativo, sim, - , -, -,,,
CANELLO,"TIRA FQ BOB 3,00 NBR6658",3,60.00,,"3,000",TFQ BOB,FITA,ccanello@brturbo.com.br,CASSIANO,54 32061381 ,, HAMILTON,  -   ,  -   ,  -   ,"3,731",Inativo, sim, - , -, -,,,
CANELLO,"TIRA FQ BOB 3,00 NBR6658",3,32.00,,"1,000",TFQ BOB,FITA,ccanello@brturbo.com.br,CASSIANO,54 32061381 ,, HAMILTON,  -   ,  -   ,  -   ,"3,731",Inativo, sim, - , -, -,,,
CANELLO,"TIRA FQ BOB 4,25 NBR6658",4.25,32.00,,"2,000",TFQ BOB,FITA,ccanello@brturbo.com.br,CASSIANO,54 32061381 ,, HAMILTON,  -   ,  -   ,  -   ,"3,731",Inativo, sim, - , -, -,,,
CANELLO,"TIRA FQ BOB 4,25 NBR6658",4.25,50.00,,"2,000",TFQ BOB,FITA,ccanello@brturbo.com.br,CASSIANO,54 32061381 ,, HAMILTON,  -   ,  -   ,  -   ,"3,731",Inativo, sim, - , -, -,,,
CANELLO,"TIRA FQ BOB 4,25 NBR6658",4.25,65.00,,"2,000",TFQ BOB,FITA,ccanello@brturbo.com.br,CASSIANO,54 32061381 ,, HAMILTON,  -   ,  -   ,  -   ,"3,731",Inativo, sim, - , -, -,,,
CELTRON,,,,,,,,cel-tron@cel-tron.com.br,CELSO,54 32297189,, HAMILTON,  -   ,  -   ,  -   ,sem compra,sem compra, sim, - , -, -,,,
CEMTRA,"CHAPA ZC 0,35 NBR7008 ZC CR NORM RV B",0.35,"1,000.00",2000,"1,000",CZC,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA FF 0,90 NBR6658 OL",0.9,"1,200.00",3000,"1,000",CFF OL ,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA ZC 0,95 NBR7008 ZC CR MIN RV B",0.95,"1,200.00",3100,"1,000",CZC,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA FF 1,20 NBR6658 OL",1.2,"1,200.00",3000,"1,000",CFF OL ,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA ZC 1,25 NBR7008 ZC CR MIN RV B",1.25,"1,200.00",3000,"1,000",CZC,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA ZC 1,25 NBR7008 ZC CR MIN RV B",1.25,"1,000.00",3050,"1,000",CZC,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA FQ 1,50 NBR6658",1.5,"1,200.00",3000,"1,000",CFQ ,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA ZC 1,55 NBR7008 ZC CR MIN RV B",1.55,"1,200.00",3000,"1,000",CZC,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA ZC 1,95 NBR7008 ZC CR NO RV Z275",1.95,"1,000.00",3200,"1,000",CZC,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA ZC 1,95 NBR7008 ZC CR NO RV Z275",1.95,"1,200.00",3000,"1,000",CZC,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA ZC 1,95 NBR7008 ZC CR MI RV B",1.95,"1,200.00",3200,"1,000",CZC,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA FQ 2,00 NBR6658",2,"1,200.00",3000,"1,000",CFQ ,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA FQ 2,25 NBR6658",2.25,"1,200.00",3000,"1,000",CFQ ,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA ZC 3,00 NBR7008 ZC CR NO RV Z275",3,"1,000.00",3000,"1,000",CZC,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA FQ 3,00 NBR6658",3,"1,200.00",3000,"1,000",CFQ ,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA FQ 4,75 COS-AR-COR300",4.75,"1,200.00",3000,"1,000",CFQ ,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA FQ 4,75 NBR6658",4.75,"1,200.00",3000,"1,000",CFQ ,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA GR LTQ  6,30 NBR8300",6.3,"1,200.00",3000,"1,000",CG DO LTQ,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA GR LTQ  8,00 NBR 6656 LNE 38",8,"1,200.00",3000,"1,000",CG DO LTQ,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA GR LTQ  9,50 NBR8300",9.5,"1,200.00",3000,"1,000",CG DO LTQ,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA GR LTQ  9,50 NBR 6656 LNE 38",9.5,"1,200.00",3000,"1,000",CG DO LTQ,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA GR LTQ 12,50 NBR8300",12.5,"1,200.00",3000,"1,000",CG DO LTQ,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA GR LTQ 12,50 NBR6656 LNE 38",12.5,"1,200.00",3000,"1,000",CG DO LTQ,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA GR LCG  16,00 SAE 1045",16,"2,000.00",6000,"1,000",CG DO LCG,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA GR LCG  19,00 SAE 1045",19,"2,000.00",6000,"1,000",CG DO LCG,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA GR LCG  19,00 NBR 8300",19,"1,500.00",6000,"1,000",CG DO LCG,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CEMTRA,"CHAPA GR LCG  19,00 NBR 8300",19,"2,000.00",6000,"1,000",CG DO LCG,CHAPA,silvio.dutra@cemtra.ind.br,,3028-5990,, MACIEL,  -   ,  -   ,  -   ,"2,890",Inativo,, - , -, -,,,
CIM,"CHAPA FF 1,50 NBR6658 OL",1.5,"1,500.00",3000,0,CFF OL ,CHAPA,giovanimolin@cimcomponentes.com.br ,GIOVANI,3026-2484,, JOCIARA,  -   ,  -   ,  -   ,"4,026",Inativo, sim, - , -, -,,,
CIM,"CHAPA FF 1,90 NBR6658 OL",1.9,"1,500.00",3000,0,CFF OL ,CHAPA,giovanimolin@cimcomponentes.com.br ,GIOVANI,3026-2484,, JOCIARA,  -   ,  -   ,  -   ,"4,026",Inativo, sim, - , -, -,,,
CIM,"CHAPA FQ 2,65 NBR6658",2.65,"1,500.00",3000,0,CFQ ,CHAPA,giovanimolin@cimcomponentes.com.br ,GIOVANI,3026-2484,, JOCIARA,  -   ,  -   ,  -   ,"4,026",Inativo, sim, - , -, -,,,
CIM,"CHAPA GR LCG   9,50 ASTM A 36",9.5,"2,440.00",6000,0,CG DO LCG,CHAPA,giovanimolin@cimcomponentes.com.br ,GIOVANI,3026-2484,, JOCIARA,  -   ,  -   ,  -   ,"4,026",Inativo, sim, - , -, -,,,
CIM,"CHAPA GR LCG  12,50 ASTM A 36",12.5,"2,440.00",6000,0,CG DO LCG,CHAPA,giovanimolin@cimcomponentes.com.br ,GIOVANI,3026-2484,, JOCIARA,  -   ,  -   ,  -   ,"4,026",Inativo, sim, - , -, -,,,
CIM,"CHAPA FQ 3,00 NBR6658",3,"1,200.00",3000,"5,000",CFQ ,CHAPA,giovanimolin@cimcomponentes.com.br ,GIOVANI,3026-2484,, JOCIARA,  -   ,  -   ,  -   ,"4,026",Inativo, sim, - , -, -,,,
CIM,"CHAPA GR LTQ  8,00 NBR8300",8,"1,500.00",3900,"2,900",CG DO LTQ,CHAPA,giovanimolin@cimcomponentes.com.br ,GIOVANI,3026-2484,, JOCIARA,  -   ,  -   ,  -   ,"4,026",Inativo, sim, - , -, -,,,
CIM,"CHAPA GR LTQ  8,00 NBR8300",8,"1,500.00",3100,"2,000",CG DO LTQ,CHAPA,giovanimolin@cimcomponentes.com.br ,GIOVANI,3026-2484,, JOCIARA,  -   ,  -   ,  -   ,"4,026",Inativo, sim, - , -, -,,,
CIM,"CHAPA FQ 2,65 NBR6658",2.65,"1,200.00",1630,"20,000",CFQ ,CHAPA,giovanimolin@cimcomponentes.com.br ,GIOVANI,3026-2484,, JOCIARA,  -   ,  -   ,  -   ,"4,026",Inativo, sim, - , -, -,,,
CIM,"CHAPA FQ 4,25 NBR6658",4.25,"1,200.00",3000,"9,000",CFQ ,CHAPA,giovanimolin@cimcomponentes.com.br ,GIOVANI,3026-2484,, JOCIARA,  -   ,  -   ,  -   ,"4,026",Inativo, sim, - , -, -,,,
CIM,"CHAPA GR LCG  8,00 ASTM A 36",8,"2,440.00",6000,"15,000",CG DO LCG,CHAPA,giovanimolin@cimcomponentes.com.br ,GIOVANI,3026-2484,, JOCIARA,  -   ,  -   ,  -   ,"4,026",Inativo, sim, - , -, -,,,
CIM,"CHAPA GR LCG  9,50 ASTM A 36",9.5,"2,440.00",6000,"10,000",CG DO LCG,CHAPA,giovanimolin@cimcomponentes.com.br ,GIOVANI,3026-2484,, JOCIARA,  -   ,  -   ,  -   ,"4,026",Inativo, sim, - , -, -,,,
CIM,"CHAPA GR LCG  12,50 ASTM A 36",12.5,"2,440.00",6000,"8,000",CG DO LCG,CHAPA,giovanimolin@cimcomponentes.com.br ,GIOVANI,3026-2484,, JOCIARA,  -   ,  -   ,  -   ,"4,026",Inativo, sim, - , -, -,,,
CIM,"CHAPA GR LCG  12,50 ASTM A 36",16,"2,440.00",6000,"7,000",CG DO LCG,CHAPA,giovanimolin@cimcomponentes.com.br ,GIOVANI,3026-2484,, JOCIARA,  -   ,  -   ,  -   ,"4,026",Inativo, sim, - , -, -,,,
CIM,"CHAPA GR LCG  19,00 ASTM A 36",19,"2,440.00",6000,"34,000",CG DO LCG,CHAPA,giovanimolin@cimcomponentes.com.br ,GIOVANI,3026-2484,, JOCIARA,  -   ,  -   ,  -   ,"4,026",Inativo, sim, - , -, -,,,
CIM,"CHAPA GR LCG  12,50 ASTM A 36",25.4,"2,440.00",6000,"24,000",CG DO LCG,CHAPA,giovanimolin@cimcomponentes.com.br ,GIOVANI,3026-2484,, JOCIARA,  -   ,  -   ,  -   ,"4,026",Inativo, sim, - , -, -,,,
CIM,"CHAPA FQ 4,75 NBR6658",4.75,"1,500.00",6000,"15,000",CFQ ,CHAPA,giovanimolin@cimcomponentes.com.br ,GIOVANI,3026-2484,, JOCIARA,  -   ,  -   ,  -   ,"4,026",Inativo, sim, - , -, -,,,
CIRNA,"TIRA FQ DEC BOB 3,00 NBR6658 OL",3,287.00,,"3,000",TFQ DEC BOB,FITA,rosilene@cirna.com.br,ROSILENE,   3212 1644     ,, HAMILTON,  -   ,  -   ,  -   ,"2,833",Inativo, sim, - , -, -,,,
COBRA,"TIRA FQ DEC BOB 2,65 NBR6658 OL",2.65,165.00,,500,TFQ DEC BOB,FITA,compras@cobra.ind.br,GABRIEL,3209-0800/81175883,, MACIEL,  -   ,  -   ,  -   ,"5,110",Inativo, sim, - , -, -,,,
COBRA,"TIRA FQ DEC BOB 2,65 NBR6658 OL",2.65,204.00,,500,TFQ DEC BOB,FITA,compras@cobra.ind.br,GABRIEL,3209-0800/81175883,, MACIEL,  -   ,  -   ,  -   ,"5,110",Inativo, sim, - , -, -,,,
COMPACT IND,"CHAPA FF 0,75 NBR6658 OL",0.75,"1,500.00",3000,500,CFF OL ,CHAPA,daniel@compact.ind.br,DANIEL,3025-3838,, MACIEL,  -   ,  -   ,  -   ,"4,501",Inativo,, - , -, -,,,
COMPACT IND,"CHAPA FF 0,75 NBR6658 OL",0.75,"1,200.00",3000,500,CFF OL ,CHAPA,daniel@compact.ind.br,DANIEL,3025-3838,, MACIEL,  -   ,  -   ,  -   ,"4,501",Inativo,, - , -, -,,,
COMPACT IND,"CHAPA ZC 0,80 NBR7008 ZC EXTRAG GI REV B",0.8,"1,200.00",3000,500,CZC,CHAPA,daniel@compact.ind.br,DANIEL,3025-3838,, MACIEL,  -   ,  -   ,  -   ,"4,501",Inativo,, - , -, -,,,
COMPACT IND,"CHAPA FF 1,20 NBR6658 OL",1.2,"1,200.00",3000,500,CFF OL ,CHAPA,daniel@compact.ind.br,DANIEL,3025-3838,, MACIEL,  -   ,  -   ,  -   ,"4,501",Inativo,, - , -, -,,,
COMPACT IND,"CHAPA FF 1,50 NBR6658 OL",1.5,"1,200.00",3000,500,CFF OL ,CHAPA,daniel@compact.ind.br,DANIEL,3025-3838,, MACIEL,  -   ,  -   ,  -   ,"4,501",Inativo,, - , -, -,,,
COMPACT IND,"CHAPA FQ DEC 2,00 NBR6658 OL",2,"1,200.00",3000,500,CFQ DEC OL,CHAPA,daniel@compact.ind.br,DANIEL,3025-3838,, MACIEL,  -   ,  -   ,  -   ,"4,501",Inativo,, - , -, -,,,
COMPACT IND,"CHAPA FQ DEC 2,65 NBR6658 OL",2.65,"1,200.00",3000,500,CFQ DEC OL,CHAPA,daniel@compact.ind.br,DANIEL,3025-3838,, MACIEL,  -   ,  -   ,  -   ,"4,501",Inativo,, - , -, -,,,
COMPACT IND,"CHAPA FQ DEC 3,00 NBR6658 OL",3,"1,200.00",3000,500,CFQ DEC OL,CHAPA,daniel@compact.ind.br,DANIEL,3025-3838,, MACIEL,  -   ,  -   ,  -   ,"4,501",Inativo,, - , -, -,,,
CONTRUBEL,,,,,,,,construbel.mat@terra.com.br,VANESSA,3211-2520,, MACIEL,  -   ,  -   ,  -   ,"5,424",Inativo,, - , -, -,,,
